phase,url,source_file,page_type,local_status,production_status,indexable,robots_directives,canonical,canonical_target_status,title,title_length,meta_description,description_length,h1,h2_h3_structure,word_count,language,publication_date,modified_date,author,breadcrumbs,schema_types,internal_inbound_links,internal_outbound_links,external_outbound_links,broken_links,image_count,images_missing_alt,images_missing_dimensions,page_depth,orphan,sitemap_inclusion,duplicate_title,duplicate_description,content_sha256
baseline,https://robertdevore.com/going-all-in-with-wp-dispensary/,content/posts/going-all-in-with-wp-dispensary.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/going-all-in-with-wp-dispensary/,200,Going all in with WP Dispensary | Robert DeVore,47,"If not now, then when? Today is the day I start working full time on my own product! 90 days until Christmas 🙌 What are you doing to make the most of the time left? I'm going full time at @WPDispensary starting today…",217,Going all in with WP Dispensary,H2: Taking the plunge | H2: Will it work? | H2: Follow along | H2: Related Reading,629,en,2017-09-26,,Robert DeVore,True,BlogPosting; Organization; Person,12,21,14,0,1,0,0,3,False,True,False,False,724681be323c4acf8ab4d561c54e3611309e0965835dcec64752a3fa315dba71
baseline,https://robertdevore.com/goodbye-wordpress-a-eulogy/,content/posts/goodbye-wordpress-a-eulogy.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/goodbye-wordpress-a-eulogy/,200,Goodbye WordPress: A Eulogy | Robert DeVore,43,"From “ Thank You WordPress “, to “ WTF is WordPress? “, to this. The day WordPress becomes dead to me. From this day forward, I will not freely write another line of code for the WordPress® platform. No more releasing…",218,Goodbye WordPress: A Eulogy,H2: Let me be blunt | H2: All’s fair in love and war | H2: Here’s where I’m at now | H2: What’s next? | H2: Related Reading,1194,en,2025-06-09,,Robert DeVore,True,BlogPosting; Organization; Person,7,26,19,4,1,0,0,2,False,True,False,False,aab9cfd2ced3367e99e0ad84728afbac9978a62cdd08c1dcf0f363cbcc68d90a
baseline,https://robertdevore.com/grateful-to-see-21-of-my-wordpress-plugins-live-on-at-webdevstudios/,content/posts/grateful-to-see-21-of-my-wordpress-plugins-live-on-at-webdevstudios.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/grateful-to-see-21-of-my-wordpress-plugins-live-on-at-webdevstudios/,200,Grateful to See 20 of My WordPress Plugins Live On at WebDevStudios | Robert DeVore,83,"A little over a week ago, I announced that I was stepping away from the WordPress® community and giving away all of my open source plugins. It wasn’t a light decision, but it was the right one for me. Today, I want to…",218,Grateful to See 20 of My WordPress Plugins Live On at WebDevStudios,H2: Here are the plugins WebDevStudios now maintains: | H2: Related Reading,463,en,2025-06-19,,Robert DeVore,True,BlogPosting; Organization; Person,115,19,26,0,1,0,0,2,False,True,False,False,94405321ada9865dbb3dcad7afba5d65e9bbca56db744c833619066a49ea36fc
baseline,https://robertdevore.com/hello-2017/,content/posts/hello-2017.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/hello-2017/,200,Hello 2017 | Robert DeVore,26,"This isn't your average ""2017 Goals"" article with a list of bullshit and nonsense that I know damn well gets forgotten within the first couple of weeks into January. There's no exhaustive list of totally awesome shit I…",219,Hello 2017,H2: Related Reading,202,en,2017-01-02,,Robert DeVore,True,BlogPosting; Organization; Person,7,19,6,0,1,0,0,3,False,True,False,False,ba438e018f9fef0e1a464b9b7c44fdf95f308f0f7bb8635fdb8a2d2837475041
baseline,https://robertdevore.com/hello-plugin-pal-your-ai-powered-plugin-generator-for-wordpress/,content/posts/hello-plugin-pal-your-ai-powered-plugin-generator-for-wordpress.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/hello-plugin-pal-your-ai-powered-plugin-generator-for-wordpress/,200,"Hello, Plugin Pal: Your AI Powered Plugin Generator for WordPress® | Robert DeVore",82,"What if I told you there’s a way to build WordPress® plugins that’s not just faster, but fundamentally better? That the tedious, time-consuming process of writing boilerplate code, debugging, and ensuring security could…",220,"Hello, Plugin Pal: Your AI Powered Plugin Generator for WordPress®","H2: The Problem: Why WordPress® plugin development benefits from AI | H2: The Solution: Plugin Pal and the power of AI | H2: The Secret Sauce: Why Plugin Pal Works | H3: It’s Built for Developers, by a Developer | H3: It’s More Than Just Code Generation | H3: It’s Low Barrier to Entry | H2: The Bigger Picture: What Plugin Pal Represents | H2: The Road Ahead | H2: Related Reading",920,en,2025-01-28,,Robert DeVore,True,BlogPosting; Organization; Person,5,21,19,1,6,0,5,3,False,True,False,False,851d73f2467c63843190d3de5f8e1a7f491ca06e502ecbf4d56969dc644f56f9
baseline,https://robertdevore.com/honoring-jesse-petersen-with-the-revival-of-stealth-login-page/,content/posts/honoring-jesse-petersen-with-the-revival-of-stealth-login-page.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/honoring-jesse-petersen-with-the-revival-of-stealth-login-page/,200,Honoring Jesse Petersen with the Revival of “Stealth Login Page” | Robert DeVore,80,"The WordPress® community has always been defined by its people – the contributors, developers, and advocates who have shaped the ecosystem into what it is today. Among these individuals, Jesse Petersen stood out as a…",217,Honoring Jesse Petersen with the Revival of “Stealth Login Page”,H2: What Is Stealth Login Page? | H3: Key Features | H2: Why This Matters | H3: A Personal Tribute to Jesse Petersen | H2: How to Get the Plugin | H3: Looking Ahead | H2: Related Reading,665,en,2025-01-09,,Robert DeVore,True,BlogPosting; Organization; Person,5,18,7,0,3,0,2,3,False,True,False,False,611124c7cd5227c7433771cd9dbf4f210255b91c96766df33ed091fedab362df
baseline,https://robertdevore.com/host-your-wordpress-plugins-on-github-and-automate-plugin-packaging/,content/posts/host-your-wordpress-plugins-on-github-and-automate-plugin-packaging.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/host-your-wordpress-plugins-on-github-and-automate-plugin-packaging/,200,Host Your WordPress Plugins on GitHub and Automate Plugin Packaging | Robert DeVore,83,"Let’s talk plugin distribution. Hosting your plugins on GitHub provides powerful benefits such as version control, collaboration, and easy sharing. But distributing your plugin as a proper .zip file for users can be…",216,Host Your WordPress Plugins on GitHub and Automate Plugin Packaging,H2: Step 1: Host Your Plugin on GitHub | H3: 1.1. Create a New Repository | H3: 1.2. Push Your Plugin Code to GitHub | H3: 1.3. Create a GitHub Release for Easy Downloads | H2: Step 2: Automate Plugin Packaging with a Bash Script | H3: 2.1. Create the Bash Script | H3: 2.2. Add an Alias for Convenience | H3: 2.3. Use the Script | H2: Step 3: Share Your Plugin | H2: Related Reading,738,en,2024-12-21,,Robert DeVore,True,BlogPosting; Organization; Person,6,18,3,0,4,0,3,3,False,True,False,False,99f91ff32afb42fbeb04e443f34ebdc7def5e800e5d9449739fa27331844ac41
baseline,https://robertdevore.com/how-a-security-audit-can-save-your-e-commerce-store-from-disaster/,content/posts/how-a-security-audit-can-save-your-e-commerce-store-from-disaster.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/how-a-security-audit-can-save-your-e-commerce-store-from-disaster/,200,How a Security Audit Can Save Your E-Commerce Store from Disaster | Robert DeVore,81,"Fact: If you run an e-commerce store, your security is either making you money or losing it . There’s no middle ground 🤷‍♂️ Every unpatched vulnerability, weak password, or outdated plugin is basically an invitation for…",220,How a Security Audit Can Save Your E-Commerce Store from Disaster,"H2: 1. You Are a Target, Even If You Think You Aren’t | H2: 2. One Breach Can Wreck Your Reputation (Forever) | H2: 3. Chargebacks, Fines, and Lawsuits – Oh My! | H2: 4. Hackers Can Hijack Your Site (Without You Even Knowing) | H2: 5. A Security Audit Costs Less Than a Breach | H2: 6. Google Will Punish You for Being Insecure | H2: 7. A Security Audit Finds the Holes Before Hackers Do | H2: Stop Gambling With Your Business. Get a Security Audit. | H2: Related Reading",925,en,2025-02-03,,Robert DeVore,True,BlogPosting; Organization; Person,6,22,2,3,2,0,1,3,False,True,False,False,a9b76682e80248c64fc66039643cbb5f8486aba0f23688a60d7668b03437f00c
baseline,https://robertdevore.com/how-hungry-are-you/,content/posts/how-hungry-are-you.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/how-hungry-are-you/,200,“How hungry are you?” | Robert DeVore,37,"This question changed everything. I was in the middle of writing a blog post titled “Hitting pause”, outlining how I was going to be pushing back the CannaBiz Software launch and focus my efforts elsewhere. Then out of…",219,“How hungry are you?”,"H2: Thriving under pressure | H2: So am I hitting pause, or not? | H2: Time to eat | H2: Related Reading",742,en,2022-11-15,,Robert DeVore,True,BlogPosting; Organization; Person,5,18,5,0,3,0,2,3,False,True,False,False,b402a4a04bd4d39e4f342fa993d4c811d23cf7fb639cd1b42f2b1cf0fbe5dcaa
baseline,https://robertdevore.com/how-i-use-textexpander-to-reuse-my-best-ai-prompts/,content/posts/how-i-use-textexpander-to-reuse-my-best-ai-prompts.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/how-i-use-textexpander-to-reuse-my-best-ai-prompts/,200,How I Use TextExpander to Reuse My Best AI Prompts | Robert DeVore,66,"Most AI tools are bad at memory - I mean, bad-bad . You come up with a strong prompt, you use it, and it works. Then it's gone. Lost in the sidebar, buried in a thread, or locked into one app's context window. And when…",219,How I Use TextExpander to Reuse My Best AI Prompts,H2: Why I Keep My Prompts Outside the AI | H2: The 4 Real Prompts I Reuse Most | H3: 1. ;rdimg – Cyberpunk Image Prompt Profile | H3: 2. ;chatscript – WordPress Plugin Standards Prompt | H3: 3 ;bookreview – Strategic Book Breakdown | H3: 4. ;articleseo – AI SEO Generation Prompt | H2: Good Prompts Are Tools. Great Ones Are a System. | H3: Want to build your own stack? | H2: Related Reading,814,en,2025-05-29,,Robert DeVore,True,BlogPosting; Organization; Person,5,19,6,0,3,0,2,3,False,True,False,False,f5784eb847b78b9e780d23a5cb650fe875a2f692c82cd675e39fb601536e7d4f
baseline,https://robertdevore.com/how-to-block-website-tracking-data-in-woocommerce/,content/posts/how-to-block-website-tracking-data-in-woocommerce.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/how-to-block-website-tracking-data-in-woocommerce/,200,How to Block Website Tracking Data in WooCommerce® | Robert DeVore,66,"Let’s be perfectly clear here: WooCommerce’s reliance on tracking.woocommerce.com to gather telemetry data about your site is an overreach that we’re going to rectify today. While data collection isn’t inherently bad,…",218,How to Block Website Tracking Data in WooCommerce®,H2: Why Does This Plugin Matter? | H2: How It Works | H3: Blocks Outbound Requests | H3: Logs Blocked Requests | H3: Minimal and Efficient | H2: How to Use It? | H3: Debugging Example | H2: Release Features (v1.0.0) | H2: Why Use Tracking Blocker for WooCommerce®? | H3: Protect Your Privacy | H3: Keep WooCommerce Functionality Intact | H3: Transparency for Developers | H2: How to Get Started? | H2: Taking a Stand for Transparency | H2: Related Reading,622,en,2025-01-13,,Robert DeVore,True,BlogPosting; Organization; Person,7,20,8,0,5,0,4,3,False,True,False,False,0b02bfcd326b30035bee3563aeb50473bf8533dc6211fd021ae50b1e988c19df
baseline,https://robertdevore.com/how-to-build-a-content-engine-that-scales-with-you/,content/posts/how-to-build-a-content-engine-that-scales-with-you.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/how-to-build-a-content-engine-that-scales-with-you/,200,How to build a content engine that scales with you | Robert DeVore,66,"You published your first post. Then your second. By the third, you’re tired. The fourth? Forgotten. And the fifth one? Still sitting in drafts. This is what happens when content depends entirely on willpower. No…",212,How to build a content engine that scales with you,"H2: Why You Burn Out Without a Content System | H2: Step 1: Define Your Content Flywheel | H3: 1. Start With a Core Format | H3: 2. Spin It Into Derivatives | H3: 3. Feed the Next Cycle | H2: Step 2: Build a Content Calendar You Can Actually Stick To | H3: 1. Start With Your Capacity | H3: 2. Plan Around Energy, Not Just Time | H3: 3. Leave Room for Serendipity | H2: Step 3: Use AI Like a Team Member, Not a Toy | H3: 1. Use It for Idea Generation | H3: 2. Use It to Structure, Not Write | H3: 3. Use It to Repurpose | H2: Step 4: Create Templates That Cut Your Content Creation Time in Half | H3: 1. Writing Templates | H3: 2. Design Templates | H3: 3. Workflow Templates | H2: Mic-Drop Takeaway | H2: Related Reading",806,en,2025-05-27,,Robert DeVore,True,BlogPosting; Organization; Person,18,20,3,0,6,0,5,3,False,True,False,False,2096592aa266423f9dab2962321ef6a8daa66790157cd29228b03c0fe75cbe15
baseline,https://robertdevore.com/how-to-build-modular-prompts-that-save-you-hours-per-week/,content/posts/how-to-build-modular-prompts-that-save-you-hours-per-week.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/how-to-build-modular-prompts-that-save-you-hours-per-week/,200,How to Build Modular Prompts That Save You Hours Per Week | Robert DeVore,73,"If you're typing out a brand-new prompt every time you sit down to write, you're wasting time - and likely getting inconsistent results. This post fixes that. Because the secret to writing faster, better content with AI…",220,How to Build Modular Prompts That Save You Hours Per Week,H2: Why Modular Prompts Matter | H2: What Modular Prompts Actually Are | H2: The 5 Modules That Belong in Every Writer’s Kit | H3: 1. Tone Module | H3: 2. Structure Module | H3: 3. Intent Module | H3: 4. Voice Module | H3: 5. Format Module | H2: Assemble a Prompt Like a Pro | H3: Bonus: Create a “Prompt Builder” Snippet | H3: 🧠 Bonus Prompt: Prompt Your Prompt Builder | H2: 🔥 Mic-Drop Takeaway | H2: Related Reading,897,en,2025-05-24,,Robert DeVore,True,BlogPosting; Organization; Person,9,20,3,0,6,0,5,3,False,True,False,False,45f4eef48ff039976f3d9ed434e8902c51dc35e04cb3ca46a163c7fc7855803d
baseline,https://robertdevore.com/how-to-customize-the-style-of-your-wordpress-login-screen/,content/posts/how-to-customize-the-style-of-your-wordpress-login-screen.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/how-to-customize-the-style-of-your-wordpress-login-screen/,200,How to customize the style of your WordPress login screen | Robert DeVore,73,This post is going to show you how to add a few small code snippets to change the appearance of the WordPress login screen. We’ll walk through the process of changing the default WordPress logo to your own using the…,216,How to customize the style of your WordPress login screen,H2: Using the new filter added in WP v5.2 | H2: Adding your logo with a custom filter | H2: Extending the code to work with the customizer | H3: Adding a logo image from the customizer | H3: Adding text & button link styles from the customizer | H3: Changing the login screen background color | H2: See the code in action | H2: Related Reading,845,en,2019-06-27,,Robert DeVore,True,BlogPosting; Organization; Person,5,19,9,0,5,0,4,3,False,True,False,False,051a71a81829456dbf57567426c4f9e9eacdc12092cf8c4b08e115e182c31c14
baseline,https://robertdevore.com/how-to-edit-ai-content-so-it-feels-clean-not-robotic/,content/posts/how-to-edit-ai-content-so-it-feels-clean-not-robotic.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/how-to-edit-ai-content-so-it-feels-clean-not-robotic/,200,"How to edit AI content so it feels clean, not robotic | Robert DeVore",69,"You let AI write your first draft. Smart move. But now you're reading it back … and something’s off. It’s not wrong. It’s just soulless. Technically solid, and emotionally sterile. It says things, but it doesn’t say…",216,"How to edit AI content so it feels clean, not robotic",H2: Why AI Content Often Sounds Robotic | H2: The 5-Part Editing Pass That Brings AI Content to Life | H3: 1. Cut the Fat | H3: 2. Break the Pattern | H3: 3. Add Specificity | H3: 4. Sharpen the Voice | H3: 5. Trim the Ending | H2: Bonus: Use a Real-Time Editing Layer | H3: Prompt to Improve AI-Generated Drafts | H2: Mic-Drop Takeaway | H2: Related Reading,690,en,2025-05-25,,Robert DeVore,True,BlogPosting; Organization; Person,18,19,2,0,5,0,4,3,False,True,False,False,569b3bf400eda98c8fc8f7bf19f2cc8b8e498f0ef178000fbec4f770942cba6c
baseline,https://robertdevore.com/how-to-stop-your-plugins-themes-from-being-used-on-wordpress-com-hosting/,content/posts/how-to-stop-your-plugins-themes-from-being-used-on-wordpress-com-hosting.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/how-to-stop-your-plugins-themes-from-being-used-on-wordpress-com-hosting/,200,How to Stop Your Plugins & Themes from Being Used on WordPress.com Hosting | Robert DeVore,90,"In recent months, the WordPress® community has faced increasing challenges stemming from nuclear decisions made by Automattic’s CEO, Matthew Charles Mullenweg. During WordCamp US 2024, Mullenweg launched what he…",212,How to Stop Your Plugins & Themes from Being Used on WordPress.com Hosting,H2: The Code | H2: How the Code Works | H3: Centralized Helper Class | H3: Automatic Deactivation | H3: User Feedback | H3: Improved Code Structure | H3: How to Use the Class | H2: Why Use This Code? | H3: Take a Stand for the Community | H3: Easy to Implement and Reuse | H3: Practical Benefits | H2: Related Reading,699,en,2024-12-22,,Robert DeVore,True,BlogPosting; Organization; Person,7,19,4,1,5,0,4,3,False,True,False,False,c54817e8a9888d82c5b1820633fc5a41291ec43b599acec3a9ee7b7c5c12dfbc
baseline,https://robertdevore.com/how-to-teach-ai-to-match-your-voice/,content/posts/how-to-teach-ai-to-match-your-voice.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/how-to-teach-ai-to-match-your-voice/,200,How to teach AI to match your voice | Robert DeVore,51,"Most people ask AI to ""sound more like me"" - then get frustrated when it doesn't. But here's the truth: AI can't match your voice if you don't know what your voice actually sounds like. You don't need branding decks or…",219,How to teach AI to match your voice,H2: Why AI Struggles With Voice | H2: How to Make AI Write Like _You_ | H3: 1. Give It Real Voice Samples (Not Just Vibes) | H3: 2. Ask It to Describe Your Voice – Then Edit the Description | H3: 3. Create a “Sound Like Me” Prompt Wrapper | H3: 4. Run a Voice Check – Every Time | H3: 5. Fine-Tune With Contrast | H2: Building Your Voice Layer | H3: Bonus: Voice Calibration Prompt | H2: Mic Drop Takeaway | H2: Related Reading,788,en,2025-05-23,,Robert DeVore,True,BlogPosting; Organization; Person,7,19,2,0,5,0,4,3,False,True,False,False,971bf1d4a87f61a6b69c3e2894cb9f8d0947f65bf70974d22559dd12e44ae804
baseline,https://robertdevore.com/how-to-use-ai-to-research-validate-ideas-and-stay-relevant/,content/posts/how-to-use-ai-to-research-validate-ideas-and-stay-relevant.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/how-to-use-ai-to-research-validate-ideas-and-stay-relevant/,200,"How to Use AI to Research, Validate Ideas, and Stay Relevant | Robert DeVore",76,"Let's be honest: Most ""AI research"" is just asking ChatGPT, "" Give me 10 blog post ideas about [insert niche]"" … and hoping one of them sticks. It's fast, and it feels** productive. But it's usually just slop dressed up…",220,"How to Use AI to Research, Validate Ideas, and Stay Relevant","H2: Why Research _Matters_ Before You Write | H2: 1. Use AI to Eavesdrop, Not Echo | H2: 2. Validate the Angle Before You Commit | H2: 3. Surface What’s Missing in the Conversation | H2: 4. Zoom Out Before You Zoom In | H2: 5. Get Out of Your Own Feed | H2: The Research-to-Relevance Flow | H2: Bonus: 3 Prompts to Sharpen Your Idea | H2: Mic-Drop Takeaway | H2: Related Reading",1146,en,2025-05-21,,Robert DeVore,True,BlogPosting; Organization; Person,6,19,2,0,4,0,3,3,False,True,False,False,73246ee567c8667086d958884df0790cd767d16f3fdd497dac4da03909be4354
baseline,https://robertdevore.com/how-to-write-prompts-that-get-the-tone-structure-and-intent-right/,content/posts/how-to-write-prompts-that-get-the-tone-structure-and-intent-right.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/how-to-write-prompts-that-get-the-tone-structure-and-intent-right/,200,"How to Write Prompts That Get the Tone, Structure, and Intent Right | Robert DeVore",83,"If you’ve ever typed a prompt into ChatGPT, hit enter, and thought … “Well, that’s not quite it” … you’re not alone. That moment of disappointment usually comes from a mismatch between what you meant and what you asked…",219,"How to Write Prompts That Get the Tone, Structure, and Intent Right",H2: Why This Matters | H2: Why Most Prompts Fall Flat | H3: What’s Missing? | H2: The 3 Elements Every Prompt Needs | H3: 1. Tone: _How should this feel?_ | H3: 2. Structure: _What shape should this take?_ | H3: 3. Intent: _What’s the takeaway?_ | H2: Example Breakdown | H3: 🟡 Lazy Prompt: | H3: 🟢 Sharp Prompt: | H2: Build Your Prompt Toolkit | H3: Tone Modules | H3: Structure Modules | H3: Intent Modules | H2: 🧠 Bonus Move: Prompt Your Prompt | H2: 🔥 Mic-Drop Takeaway | H2: Related Reading,970,en,2025-05-22,,Robert DeVore,True,BlogPosting; Organization; Person,6,19,2,0,5,0,4,3,False,True,False,False,7eb7f24693058310a2b4884c0e3dece3ecc1e22588c3694b00aabb4b78d0cd48
baseline,https://robertdevore.com/hue-js/,content/posts/hue-js.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/hue-js/,200,? hue.js | Robert DeVore,24,"I forked a color picker for WordPress I know what you're thinking. _Isn 't there a color picker in WordPress already? _ Yeah … ? Not another color picker?!?! Why a color picker for WordPress? Technically, the hue.js…",216,? hue.js,H2: I forked a color picker for WordPress | H2: Why a color picker for WordPress? | H2: Sticking a fork in the Iris ? | H2: Contributing to open source | H2: ? hue.js download | H2: Adding hue.js to your project | H3: Bug reports & Pull requests | H2: Related Reading,823,en,2018-04-03,,Robert DeVore,True,BlogPosting; Organization; Person,5,19,19,0,4,0,3,3,False,True,False,False,8a20f0509ecabe41ecabc22b96d179060e45f5ad00be2649ff3e77cc2f169cab
baseline,https://robertdevore.com/i-built-a-python-stego-cipher-tool-and-you-can-have-it/,content/posts/i-built-a-python-stego-cipher-tool-and-you-can-have-it.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/i-built-a-python-stego-cipher-tool-and-you-can-have-it/,200,I Built a Python Stego-Cipher Tool (And You Can Have It) | Robert DeVore,72,"Back in 2022, I got the itch (no, not that itch) An itch to build a cipher. A custom cipher that I could call my own. Why? IDK. Probably too much spy shit on TV. 😂 So I scratched the itch. I came up with a system where…",219,I Built a Python Stego-Cipher Tool (And You Can Have It),H2: The Cipher Got Smarter | H3: 1. Encrypts Messages with Quote-Based Scrambling | H3: 2. Decrypts Messages Cleanly | H3: 3. Hides Encrypted Messages in Images | H3: 4. Command-Line Interface Included | H2: 🧠 How It Works (Quick Version) | H2: Grab the Python Code | H2: 🔎 Demo Mode Included | H2: 🧪 Use Cases | H2: Final Thought | H2: Related Reading,658,en,2025-06-09,,Robert DeVore,True,BlogPosting; Organization; Person,16,20,5,0,1,0,0,2,False,True,False,False,ba8e195075246688640e554ba2e51951eb5bda84a4cc082e16d63da497931deb
baseline,https://robertdevore.com/i-just-launched-a-python-course-for-php-developers/,content/posts/i-just-launched-a-python-course-for-php-developers.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/i-just-launched-a-python-course-for-php-developers/,200,I Just Launched a Python Course for PHP Developers | Robert DeVore,66,"After 20+ years of wrestling with WordPress and PHP, I’ve had enough . If you’ve been writing PHP for years – wrangling WordPress® sites, duct-taping functions together, or shipping WooCommerce hacks – this is for you.…",219,I Just Launched a Python Course for PHP Developers,"H2: The WordPress Ecosystem is Broken (And Getting Worse) | H2: Most PHP Devs Don’t Hate Python – They’re Just Stuck in Familiarity | H2: This Isn’t “Python 101” – It’s a Translation Layer | H2: Why I Built This (Hint: I Got Tired of Watching Good Devs Suffer) | H2: The Real Benefits of Making the Switch | H2: Who This Course Is Actually For | H2: What You’ll Actually Learn (15 Lessons, No Fluff) | H2: Ready to Write Code You’re Actually Proud Of? | H2: Related Reading",1495,en,2025-06-18,,Robert DeVore,True,BlogPosting; Organization; Person,9,21,26,0,1,0,0,2,False,True,False,False,0028e1e0c05de6ae84742cd5ac06d038a36c20a3ec094ea1e1593a932c8fd48a
baseline,https://robertdevore.com/im-freelancing-again/,content/posts/im-freelancing-again.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/im-freelancing-again/,200,I’m freelancing again | Robert DeVore,37,"At the end of 2019, I made a big shift – I took a full-time job for the first time in nearly 15 years. It was right before my first kid was born, and just a few months later, COVID hit. Looking back, the timing couldn’t…",220,I’m freelancing again,H2: What I Offer | H3: 🔧 Custom Development | H3: 🔐 Security Audits | H3: ⚡ Performance Optimization | H3: 🚀 MVP Website Builds | H3: 🛠 Retainer Support | H3: 🤘 Have Something Else in Mind? | H2: Related Reading,735,en,2025-02-15,,Robert DeVore,True,BlogPosting; Organization; Person,6,30,14,8,2,0,1,3,False,True,False,False,69c08de79ead4ce7f7aa5118d5adcba870a00d39c5d7787f5d36db2976f99cfa
baseline,https://robertdevore.com/improve-cls-scores-by-dynamically-setting-image-width-and-height/,content/posts/improve-cls-scores-by-dynamically-setting-image-width-and-height.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/improve-cls-scores-by-dynamically-setting-image-width-and-height/,200,Improve CLS scores by dynamically setting image width and height | Robert DeVore,80,"While working on WordPress performance optimization for myself and for my clients, I’ve come across an issue that repeatedly affected CLS scores in a negative way. Luckily for myself (and now you, too), I created a fix…",219,Improve CLS scores by dynamically setting image width and height,"H2: What’s CLS, Anyway? | H2: The issue with your images | H2: Get media ID by image URL | H2: Get width and height by image ID | H2: Get the explicit width and height for HTML output | H2: Bringing it all together | H2: What do you think? | H2: Related Reading",873,en,2023-10-23,,Robert DeVore,True,BlogPosting; Organization; Person,5,19,5,0,5,0,4,3,False,True,False,False,298d0ebe9787c30e5cff8435577b23be8f3ec85bcdd558ff37b25c70f3037f98
baseline,https://robertdevore.com/intellipress-the-smart-af-ai-assistant-for-wordpress/,content/posts/intellipress-the-smart-af-ai-assistant-for-wordpress.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/intellipress-the-smart-af-ai-assistant-for-wordpress/,200,IntelliPress: The Smart AF AI Assistant for WordPress® | Robert DeVore,70,"Let’s be real – managing a WordPress® site is a full-time job, and I’m not even talking about page speed optimization , server maintenance, security audits , etc. Writing content? Takes forever. SEO? A god damn maze.…",217,IntelliPress: The Smart AF AI Assistant for WordPress®,"H2: What the Hell is IntelliPress? 🤔 | H3: What Can It Do? | H2: How It Works (AKA: How It Saves Your Ass) | H3: 1. Write Content Without the Pain | H3: 2. SEO Without the Guesswork | H3: 3. AI-Generated Images That Don’t Suck | H3: 4. Turn Words into Audio | H2: Why You Need This Plugin | H2: Work Smarter, Not Dumber ‘r | H2: Related Reading",557,en,2025-01-31,,Robert DeVore,True,BlogPosting; Organization; Person,5,20,5,2,5,0,4,3,False,True,False,False,4a70301683b755b542e8cde5a9f833a60e24feea044668ad6a854408d18ab310
baseline,https://robertdevore.com/introducing-an-experimental-new-plugin-email-designer-for-woocommerce/,content/posts/introducing-an-experimental-new-plugin-email-designer-for-woocommerce.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-an-experimental-new-plugin-email-designer-for-woocommerce/,200,Introducing an experimental new plugin: Email Designer for WooCommerce® | Robert DeVore,87,WooCommerce emails have always been a pain point for store owners looking to create beautifully branded transactional emails without diving deep into custom PHP templates. While WooCommerce recently improved its email…,218,Introducing an experimental new plugin: Email Designer for WooCommerce®,H2: What is Email Designer for WooCommerce? | H3: Key Features in Version 0.1: | H2: Current Shortcomings (A Work in Progress) | H3: 1. Lack of Blocks for Order Details | H3: 2. Custom CSS Challenges | H3: 3. WooCommerce’s Lack of Gutenberg Adoption | H2: Why I’m Building This | H2: Let’s Talk | H2: Related Reading,676,en,2025-02-12,,Robert DeVore,True,BlogPosting; Organization; Person,6,19,9,0,5,0,4,3,False,True,False,False,3dff5a34db5ea0a9ad153dfc73c3e2999532d8473b24276d3c5fa1439784293c
baseline,https://robertdevore.com/introducing-associated-taxonomies-for-wordpress/,content/posts/introducing-associated-taxonomies-for-wordpress.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-associated-taxonomies-for-wordpress/,200,Introducing Associated Taxonomies for WordPress® | Robert DeVore,64,"I’m thrilled to announce the release of Associated Taxonomies , a free WordPress® plugin designed to streamline taxonomy management by enabling you to associate terms within the same taxonomy. This plugin was built with…",220,Introducing Associated Taxonomies for WordPress®,H2: Why I Built Associated Taxonomies | H2: Key Features | H2: How It Works | H3: Associating Terms | H3: Displaying Associated Terms | H3: Displaying Posts by Related Terms | H2: Get Started | H2: A Note to the Community | H2: Related Reading,503,en,2024-12-09,,Robert DeVore,True,BlogPosting; Organization; Person,6,19,5,0,5,0,4,3,False,True,False,False,d9091ad5d4806ece53d3df743d0d0fd88603ae932f4e45d108208c773767c45f
