phase,url,source_file,page_type,title,title_length,meta_description,description_length,canonical,robots_directives,lang,author,og_title,og_description,og_url,og_type,og_image,twitter_card,twitter_title,twitter_description,twitter_image,duplicate_title,duplicate_description,issues
baseline,https://robertdevore.com/,templates/page-home.html,homepage,Robert DeVore,13,"Software systems, developer tools, agentic workflows, and technical writing.",76,https://robertdevore.com/,"index, follow (default)",en,Robert DeVore,Robert DeVore,"Software systems, developer tools, agentic workflows, and technical writing.",https://robertdevore.com/,website,,summary_large_image,Robert DeVore,"Software systems, developer tools, agentic workflows, and technical writing.",,True,True,duplicate title; duplicate description; legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/introducing-dispensary-details-for-woocommerce/,content/posts/introducing-dispensary-details-for-woocommerce.md,article,Introducing Dispensary Details for WooCommerce® | Robert DeVore,63,"Back in 2018, I built Dispensary Details for WooCommerce® to solve a problem: WooCommerce® lacked the essential cannabis-specific product details that dispensaries needed. Lab results, strain information, effects, and…",218,https://robertdevore.com/introducing-dispensary-details-for-woocommerce/,"index, follow (default)",en,Robert DeVore,Introducing Dispensary Details for WooCommerce®,"Back in 2018, I built Dispensary Details for WooCommerce® to solve a problem: WooCommerce® lacked the essential cannabis-specific product details that dispensaries needed. Lab results, strain information, effects, and…",https://robertdevore.com/introducing-dispensary-details-for-woocommerce/,article,,summary_large_image,Introducing Dispensary Details for WooCommerce®,"Back in 2018, I built Dispensary Details for WooCommerce® to solve a problem: WooCommerce® lacked the essential cannabis-specific product details that dispensaries needed. Lab results, strain information, effects, and…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/introducing-gallery-modals-enhance-your-wordpress-galleries-with-stunning-popups/,content/posts/introducing-gallery-modals-enhance-your-wordpress-galleries-with-stunning-popups.md,article,Introducing Gallery Modals: Enhance Your WordPress® Galleries with Stunning Popups! | Robert DeVore,99,"I am happy to release Gallery Modals , a new free WordPress® plugin designed to transform your WordPress® galleries into immersive, interactive experiences. If you’ve ever wanted to give your site’s images that extra…",217,https://robertdevore.com/introducing-gallery-modals-enhance-your-wordpress-galleries-with-stunning-popups/,"index, follow (default)",en,Robert DeVore,Introducing Gallery Modals: Enhance Your WordPress® Galleries with Stunning Popups!,"I am happy to release Gallery Modals , a new free WordPress® plugin designed to transform your WordPress® galleries into immersive, interactive experiences. If you’ve ever wanted to give your site’s images that extra…",https://robertdevore.com/introducing-gallery-modals-enhance-your-wordpress-galleries-with-stunning-popups/,article,,summary_large_image,Introducing Gallery Modals: Enhance Your WordPress® Galleries with Stunning Popups!,"I am happy to release Gallery Modals , a new free WordPress® plugin designed to transform your WordPress® galleries into immersive, interactive experiences. If you’ve ever wanted to give your site’s images that extra…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/introducing-gift-cards-for-woocommerce-free/,content/posts/introducing-gift-cards-for-woocommerce-free.md,article,Introducing Gift Cards for WooCommerce® (free) | Robert DeVore,62,"Today I’m happy to announce the official release of the free Gift Cards for WooCommerce® plugin! This plugin seamlessly integrates gift card functionality into your WooCommerce® store, letting you to enhance customer…",217,https://robertdevore.com/introducing-gift-cards-for-woocommerce-free/,"index, follow (default)",en,Robert DeVore,Introducing Gift Cards for WooCommerce® (free),"Today I’m happy to announce the official release of the free Gift Cards for WooCommerce® plugin! This plugin seamlessly integrates gift card functionality into your WooCommerce® store, letting you to enhance customer…",https://robertdevore.com/introducing-gift-cards-for-woocommerce-free/,article,,summary_large_image,Introducing Gift Cards for WooCommerce® (free),"Today I’m happy to announce the official release of the free Gift Cards for WooCommerce® plugin! This plugin seamlessly integrates gift card functionality into your WooCommerce® store, letting you to enhance customer…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/introducing-hpos-compatibility-scanner-for-woocommerce-free/,content/posts/introducing-hpos-compatibility-scanner-for-woocommerce-free.md,article,Introducing HPOS Compatibility Scanner for WooCommerce® (free) | Robert DeVore,78,"I’m excited to announce the release of HPOS Compatibility Scanner , a free WordPress® plugin designed to help developers identify and fix compatibility issues with WooCommerce’s High-Performance Order Storage (HPOS).…",217,https://robertdevore.com/introducing-hpos-compatibility-scanner-for-woocommerce-free/,"index, follow (default)",en,Robert DeVore,Introducing HPOS Compatibility Scanner for WooCommerce® (free),"I’m excited to announce the release of HPOS Compatibility Scanner , a free WordPress® plugin designed to help developers identify and fix compatibility issues with WooCommerce’s High-Performance Order Storage (HPOS).…",https://robertdevore.com/introducing-hpos-compatibility-scanner-for-woocommerce-free/,article,,summary_large_image,Introducing HPOS Compatibility Scanner for WooCommerce® (free),"I’m excited to announce the release of HPOS Compatibility Scanner , a free WordPress® plugin designed to help developers identify and fix compatibility issues with WooCommerce’s High-Performance Order Storage (HPOS).…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/introducing-img-a11y/,content/posts/introducing-img-a11y.md,article,Introducing IMG A11Y | Robert DeVore,36,"Today marks the release of IMG A11Y , a free WordPress® plugin designed to make image accessibility compliance easier than ever. I created IMG A11Y to help WordPress users address one of the most important aspects of…",217,https://robertdevore.com/introducing-img-a11y/,"index, follow (default)",en,Robert DeVore,Introducing IMG A11Y,"Today marks the release of IMG A11Y , a free WordPress® plugin designed to make image accessibility compliance easier than ever. I created IMG A11Y to help WordPress users address one of the most important aspects of…",https://robertdevore.com/introducing-img-a11y/,article,,summary_large_image,Introducing IMG A11Y,"Today marks the release of IMG A11Y , a free WordPress® plugin designed to make image accessibility compliance easier than ever. I created IMG A11Y to help WordPress users address one of the most important aspects of…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/introducing-intellipress-the-smart-ai-assistant-for-wordpress/,content/posts/introducing-intellipress-the-smart-ai-assistant-for-wordpress.md,article,Introducing IntelliPress: The Smart Ai Assistant for WordPress | Robert DeVore,78,"The last time I was this excited to announce a new baby, it was my son 😂 Today I’d like to formally introduce you to IntelliPress , an AI WordPress plugin that integrates with the OpenAI API . It’s built to help you…",216,https://robertdevore.com/introducing-intellipress-the-smart-ai-assistant-for-wordpress/,"index, follow (default)",en,Robert DeVore,Introducing IntelliPress: The Smart Ai Assistant for WordPress,"The last time I was this excited to announce a new baby, it was my son 😂 Today I’d like to formally introduce you to IntelliPress , an AI WordPress plugin that integrates with the OpenAI API . It’s built to help you…",https://robertdevore.com/introducing-intellipress-the-smart-ai-assistant-for-wordpress/,article,,summary_large_image,Introducing IntelliPress: The Smart Ai Assistant for WordPress,"The last time I was this excited to announce a new baby, it was my son 😂 Today I’d like to formally introduce you to IntelliPress , an AI WordPress plugin that integrates with the OpenAI API . It’s built to help you…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/introducing-maintenance-mode-for-wordpress/,content/posts/introducing-maintenance-mode-for-wordpress.md,article,Introducing Maintenance Mode for WordPress® | Robert DeVore,59,"Today, I’m thrilled to announce the release of Maintenance Mode for WordPress® 🔥 This is a 100% free plugin designed to bring simplicity, flexibility, and true WordPress® integration to a task often overcomplicated by…",218,https://robertdevore.com/introducing-maintenance-mode-for-wordpress/,"index, follow (default)",en,Robert DeVore,Introducing Maintenance Mode for WordPress®,"Today, I’m thrilled to announce the release of Maintenance Mode for WordPress® 🔥 This is a 100% free plugin designed to bring simplicity, flexibility, and true WordPress® integration to a task often overcomplicated by…",https://robertdevore.com/introducing-maintenance-mode-for-wordpress/,article,,summary_large_image,Introducing Maintenance Mode for WordPress®,"Today, I’m thrilled to announce the release of Maintenance Mode for WordPress® 🔥 This is a 100% free plugin designed to bring simplicity, flexibility, and true WordPress® integration to a task often overcomplicated by…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/introducing-markdown-comments-for-wordpress/,content/posts/introducing-markdown-comments-for-wordpress.md,article,Introducing: Markdown Comments for WordPress® | Robert DeVore,61,Markdown ALL THE THINGS 🔥 I built this plugin because I couldn’t stand how unnatural it felt to write HTML or plain text in WordPress comments. If you’ve followed my work – especially around Stattic – you know I write…,218,https://robertdevore.com/introducing-markdown-comments-for-wordpress/,"index, follow (default)",en,Robert DeVore,Introducing: Markdown Comments for WordPress®,Markdown ALL THE THINGS 🔥 I built this plugin because I couldn’t stand how unnatural it felt to write HTML or plain text in WordPress comments. If you’ve followed my work – especially around Stattic – you know I write…,https://robertdevore.com/introducing-markdown-comments-for-wordpress/,article,,summary_large_image,Introducing: Markdown Comments for WordPress®,Markdown ALL THE THINGS 🔥 I built this plugin because I couldn’t stand how unnatural it felt to write HTML or plain text in WordPress comments. If you’ve followed my work – especially around Stattic – you know I write…,,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/introducing-markdown-exporter-for-wordpress/,content/posts/introducing-markdown-exporter-for-wordpress.md,article,Introducing Markdown Exporter for WordPress® | Robert DeVore,60,"This month has been a whirlwind of development and releases, and today continues that tradition. I’m happy to proudly release my 7th free plugin this month 🔥 Each plugin represents a step forward in enhancing your…",214,https://robertdevore.com/introducing-markdown-exporter-for-wordpress/,"index, follow (default)",en,Robert DeVore,Introducing Markdown Exporter for WordPress®,"This month has been a whirlwind of development and releases, and today continues that tradition. I’m happy to proudly release my 7th free plugin this month 🔥 Each plugin represents a step forward in enhancing your…",https://robertdevore.com/introducing-markdown-exporter-for-wordpress/,article,,summary_large_image,Introducing Markdown Exporter for WordPress®,"This month has been a whirlwind of development and releases, and today continues that tradition. I’m happy to proudly release my 7th free plugin this month 🔥 Each plugin represents a step forward in enhancing your…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/introducing-media-copyright-scanner/,content/posts/introducing-media-copyright-scanner.md,article,Introducing Media Copyright Scanner | Robert DeVore,51,"I’m excited to introduce my latest plugin 👀 Media Copyright Scanner . This free tool is crafted to assist website owners, content managers, and developers in identifying potentially copyrighted images within their…",214,https://robertdevore.com/introducing-media-copyright-scanner/,"index, follow (default)",en,Robert DeVore,Introducing Media Copyright Scanner,"I’m excited to introduce my latest plugin 👀 Media Copyright Scanner . This free tool is crafted to assist website owners, content managers, and developers in identifying potentially copyrighted images within their…",https://robertdevore.com/introducing-media-copyright-scanner/,article,,summary_large_image,Introducing Media Copyright Scanner,"I’m excited to introduce my latest plugin 👀 Media Copyright Scanner . This free tool is crafted to assist website owners, content managers, and developers in identifying potentially copyrighted images within their…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/introducing-media-file-versioning-for-wordpress/,content/posts/introducing-media-file-versioning-for-wordpress.md,article,Introducing Media File Versioning for WordPress® | Robert DeVore,64,"Another day, another plugin 💪 Today, I’m happy to announce the release of Media File Versioning , a lightweight yet powerful plugin designed to bring version control to your WordPress Media Library. Whether you’re…",214,https://robertdevore.com/introducing-media-file-versioning-for-wordpress/,"index, follow (default)",en,Robert DeVore,Introducing Media File Versioning for WordPress®,"Another day, another plugin 💪 Today, I’m happy to announce the release of Media File Versioning , a lightweight yet powerful plugin designed to bring version control to your WordPress Media Library. Whether you’re…",https://robertdevore.com/introducing-media-file-versioning-for-wordpress/,article,,summary_large_image,Introducing Media File Versioning for WordPress®,"Another day, another plugin 💪 Today, I’m happy to announce the release of Media File Versioning , a lightweight yet powerful plugin designed to bring version control to your WordPress Media Library. Whether you’re…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/introducing-metadata-import-export-for-yoast-seo/,content/posts/introducing-metadata-import-export-for-yoast-seo.md,article,Introducing Metadata Import/Export for Yoast SEO | Robert DeVore,64,Today I’m really happy to release this new free plugin for the WordPress® and Yoast SEO communities 💪💯 The Metadata Import/Export for Yoast plugin is designed to empower SEO’s and content managers who use Yoast SEO by…,218,https://robertdevore.com/introducing-metadata-import-export-for-yoast-seo/,"index, follow (default)",en,Robert DeVore,Introducing Metadata Import/Export for Yoast SEO,Today I’m really happy to release this new free plugin for the WordPress® and Yoast SEO communities 💪💯 The Metadata Import/Export for Yoast plugin is designed to empower SEO’s and content managers who use Yoast SEO by…,https://robertdevore.com/introducing-metadata-import-export-for-yoast-seo/,article,,summary_large_image,Introducing Metadata Import/Export for Yoast SEO,Today I’m really happy to release this new free plugin for the WordPress® and Yoast SEO communities 💪💯 The Metadata Import/Export for Yoast plugin is designed to empower SEO’s and content managers who use Yoast SEO by…,,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/introducing-module-usage-tracker-for-wp-bakery/,content/posts/introducing-module-usage-tracker-for-wp-bakery.md,article,Introducing the Module Usage Tracker for WP Bakery | Robert DeVore,66,I’m excited to announce the release of ANOTHER new free WordPress® plugin for 💪💯 The free Module Usage Tracker for WP Bakery plugin is a new tool for anyone looking to get a closer view of how WP Bakery modules are…,215,https://robertdevore.com/introducing-module-usage-tracker-for-wp-bakery/,"index, follow (default)",en,Robert DeVore,Introducing the Module Usage Tracker for WP Bakery,I’m excited to announce the release of ANOTHER new free WordPress® plugin for 💪💯 The free Module Usage Tracker for WP Bakery plugin is a new tool for anyone looking to get a closer view of how WP Bakery modules are…,https://robertdevore.com/introducing-module-usage-tracker-for-wp-bakery/,article,,summary_large_image,Introducing the Module Usage Tracker for WP Bakery,I’m excited to announce the release of ANOTHER new free WordPress® plugin for 💪💯 The free Module Usage Tracker for WP Bakery plugin is a new tool for anyone looking to get a closer view of how WP Bakery modules are…,,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/introducing-pattern-pal-ai-powered-patterns-for-wordpress/,content/posts/introducing-pattern-pal-ai-powered-patterns-for-wordpress.md,article,Introducing Pattern Pal: AI-Powered Patterns for WordPress® | Robert DeVore,75,"I’m excited to introduce Pattern Pal , a new free WordPress® plugin that leverages OpenAI to generate custom block patterns right inside the WordPress® editor! Whether you’re a content creator, designer, or developer,…",218,https://robertdevore.com/introducing-pattern-pal-ai-powered-patterns-for-wordpress/,"index, follow (default)",en,Robert DeVore,Introducing Pattern Pal: AI-Powered Patterns for WordPress®,"I’m excited to introduce Pattern Pal , a new free WordPress® plugin that leverages OpenAI to generate custom block patterns right inside the WordPress® editor! Whether you’re a content creator, designer, or developer,…",https://robertdevore.com/introducing-pattern-pal-ai-powered-patterns-for-wordpress/,article,,summary_large_image,Introducing Pattern Pal: AI-Powered Patterns for WordPress®,"I’m excited to introduce Pattern Pal , a new free WordPress® plugin that leverages OpenAI to generate custom block patterns right inside the WordPress® editor! Whether you’re a content creator, designer, or developer,…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/introducing-persistent-dismissible-notices/,content/posts/introducing-persistent-dismissible-notices.md,article,Introducing Persistent Dismissible Notices | Robert DeVore,58,"I’m excited to announce the release of my new free WordPress® plugin, Persistent Dismissible Notices , designed to solve a long-standing annoyance in the WordPress admin experience. If you’ve ever been frustrated by…",216,https://robertdevore.com/introducing-persistent-dismissible-notices/,"index, follow (default)",en,Robert DeVore,Introducing Persistent Dismissible Notices,"I’m excited to announce the release of my new free WordPress® plugin, Persistent Dismissible Notices , designed to solve a long-standing annoyance in the WordPress admin experience. If you’ve ever been frustrated by…",https://robertdevore.com/introducing-persistent-dismissible-notices/,article,,summary_large_image,Introducing Persistent Dismissible Notices,"I’m excited to announce the release of my new free WordPress® plugin, Persistent Dismissible Notices , designed to solve a long-standing annoyance in the WordPress admin experience. If you’ve ever been frustrated by…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/introducing-projects-for-wordpress-a-better-way-to-showcase-your-work/,content/posts/introducing-projects-for-wordpress-a-better-way-to-showcase-your-work.md,article,Introducing Projects for WordPress®: A Better Way to Showcase Your Work | Robert DeVore,87,"Let me start by saying this isn’t simply about hate. It’s about clarity, control, and community. WordPress – the open source project – has been the foundation of my entire career. I’m grateful for it. And I’ve even gone…",220,https://robertdevore.com/introducing-projects-for-wordpress-a-better-way-to-showcase-your-work/,"index, follow (default)",en,Robert DeVore,Introducing Projects for WordPress®: A Better Way to Showcase Your Work,"Let me start by saying this isn’t simply about hate. It’s about clarity, control, and community. WordPress – the open source project – has been the foundation of my entire career. I’m grateful for it. And I’ve even gone…",https://robertdevore.com/introducing-projects-for-wordpress-a-better-way-to-showcase-your-work/,article,,summary_large_image,Introducing Projects for WordPress®: A Better Way to Showcase Your Work,"Let me start by saying this isn’t simply about hate. It’s about clarity, control, and community. WordPress – the open source project – has been the foundation of my entire career. I’m grateful for it. And I’ve even gone…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/introducing-purchase-orders-for-woocommerce-free/,content/posts/introducing-purchase-orders-for-woocommerce-free.md,article,Introducing Purchase Orders for WooCommerce® (free) | Robert DeVore,67,"Welcome to week 4 of the #WooWednesday plugin series! Today we’ve got the Purchase Orders for WooCommerce® plugin which is a simple, free, and functional alternative to Woo’s $49/year offering. It adds a purchase order…",219,https://robertdevore.com/introducing-purchase-orders-for-woocommerce-free/,"index, follow (default)",en,Robert DeVore,Introducing Purchase Orders for WooCommerce® (free),"Welcome to week 4 of the #WooWednesday plugin series! Today we’ve got the Purchase Orders for WooCommerce® plugin which is a simple, free, and functional alternative to Woo’s $49/year offering. It adds a purchase order…",https://robertdevore.com/introducing-purchase-orders-for-woocommerce-free/,article,,summary_large_image,Introducing Purchase Orders for WooCommerce® (free),"Welcome to week 4 of the #WooWednesday plugin series! Today we’ve got the Purchase Orders for WooCommerce® plugin which is a simple, free, and functional alternative to Woo’s $49/year offering. It adds a purchase order…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/introducing-seo-for-wordpress/,content/posts/introducing-seo-for-wordpress.md,article,Introducing SEO for WordPress® | Robert DeVore,46,"Finding a reliable, lightweight SEO plugin without constant upsells or unnecessary features can feel like searching for a needle in a haystack. Many SEO tools claim to empower your website, yet they often come with…",215,https://robertdevore.com/introducing-seo-for-wordpress/,"index, follow (default)",en,Robert DeVore,Introducing SEO for WordPress®,"Finding a reliable, lightweight SEO plugin without constant upsells or unnecessary features can feel like searching for a needle in a haystack. Many SEO tools claim to empower your website, yet they often come with…",https://robertdevore.com/introducing-seo-for-wordpress/,article,,summary_large_image,Introducing SEO for WordPress®,"Finding a reliable, lightweight SEO plugin without constant upsells or unnecessary features can feel like searching for a needle in a haystack. Many SEO tools claim to empower your website, yet they often come with…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/introducing-shipping-multiple-addresses-for-woocommerce-free/,content/posts/introducing-shipping-multiple-addresses-for-woocommerce-free.md,article,Introducing Shipping Multiple Addresses for WooCommerce® (free) | Robert DeVore,79,"I’m thrilled to share my latest plugin that aims to make WooCommerce® even more powerful and versatile. Introducing Shipping Multiple Addresses for WooCommerce® , the free plugin that simplifies sending items to…",212,https://robertdevore.com/introducing-shipping-multiple-addresses-for-woocommerce-free/,"index, follow (default)",en,Robert DeVore,Introducing Shipping Multiple Addresses for WooCommerce® (free),"I’m thrilled to share my latest plugin that aims to make WooCommerce® even more powerful and versatile. Introducing Shipping Multiple Addresses for WooCommerce® , the free plugin that simplifies sending items to…",https://robertdevore.com/introducing-shipping-multiple-addresses-for-woocommerce-free/,article,,summary_large_image,Introducing Shipping Multiple Addresses for WooCommerce® (free),"I’m thrilled to share my latest plugin that aims to make WooCommerce® even more powerful and versatile. Introducing Shipping Multiple Addresses for WooCommerce® , the free plugin that simplifies sending items to…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/introducing-site-vitals-for-wordpress/,content/posts/introducing-site-vitals-for-wordpress.md,article,Introducing Site Vitals for WordPress® | Robert DeVore,54,"I’m thrilled to introduce Site Vitals for WordPress® – a free plugin designed to help you monitor, evaluate, and improve key aspects of your WordPress® website’s health. From performance and security to SEO, UX, and…",216,https://robertdevore.com/introducing-site-vitals-for-wordpress/,"index, follow (default)",en,Robert DeVore,Introducing Site Vitals for WordPress®,"I’m thrilled to introduce Site Vitals for WordPress® – a free plugin designed to help you monitor, evaluate, and improve key aspects of your WordPress® website’s health. From performance and security to SEO, UX, and…",https://robertdevore.com/introducing-site-vitals-for-wordpress/,article,,summary_large_image,Introducing Site Vitals for WordPress®,"I’m thrilled to introduce Site Vitals for WordPress® – a free plugin designed to help you monitor, evaluate, and improve key aspects of your WordPress® website’s health. From performance and security to SEO, UX, and…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/introducing-slop-stopper-a-free-content-checker-for-wordpress/,content/posts/introducing-slop-stopper-a-free-content-checker-for-wordpress.md,article,Introducing Slop Stopper: A free content checker for WordPress® | Robert DeVore,79,"You ever read an article and just know it was written by ChatGPT? You know, the ones where you don’t even have to check. The second you see “delve into the intricacies” or “tapestry of experiences” , you know you’re…",216,https://robertdevore.com/introducing-slop-stopper-a-free-content-checker-for-wordpress/,"index, follow (default)",en,Robert DeVore,Introducing Slop Stopper: A free content checker for WordPress®,"You ever read an article and just know it was written by ChatGPT? You know, the ones where you don’t even have to check. The second you see “delve into the intricacies” or “tapestry of experiences” , you know you’re…",https://robertdevore.com/introducing-slop-stopper-a-free-content-checker-for-wordpress/,article,,summary_large_image,Introducing Slop Stopper: A free content checker for WordPress®,"You ever read an article and just know it was written by ChatGPT? You know, the ones where you don’t even have to check. The second you see “delve into the intricacies” or “tapestry of experiences” , you know you’re…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/introducing-stats-for-wordpress/,content/posts/introducing-stats-for-wordpress.md,article,Introducing Stats for WordPress® | Robert DeVore,48,"The tools we rely on to manage our websites need to reflect our values, both professionally and personally. Recently, Jetpack, a popular WordPress plugin, has changed its usage restrictions , requiring non-profits to…",217,https://robertdevore.com/introducing-stats-for-wordpress/,"index, follow (default)",en,Robert DeVore,Introducing Stats for WordPress®,"The tools we rely on to manage our websites need to reflect our values, both professionally and personally. Recently, Jetpack, a popular WordPress plugin, has changed its usage restrictions , requiring non-profits to…",https://robertdevore.com/introducing-stats-for-wordpress/,article,,summary_large_image,Introducing Stats for WordPress®,"The tools we rely on to manage our websites need to reflect our values, both professionally and personally. Recently, Jetpack, a popular WordPress plugin, has changed its usage restrictions , requiring non-profits to…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/introducing-table-block-enhancer-for-wordpress/,content/posts/introducing-table-block-enhancer-for-wordpress.md,article,Introducing Table Block Enhancer for WordPress® | Robert DeVore,63,"Today I’m happy to announce the release of a new free plugin for WordPress® called Table Block Enhancer 🚀 This WordPress® plugin designed to supercharge the default WordPress® Table block, which is lacking in features…",218,https://robertdevore.com/introducing-table-block-enhancer-for-wordpress/,"index, follow (default)",en,Robert DeVore,Introducing Table Block Enhancer for WordPress®,"Today I’m happy to announce the release of a new free plugin for WordPress® called Table Block Enhancer 🚀 This WordPress® plugin designed to supercharge the default WordPress® Table block, which is lacking in features…",https://robertdevore.com/introducing-table-block-enhancer-for-wordpress/,article,,summary_large_image,Introducing Table Block Enhancer for WordPress®,"Today I’m happy to announce the release of a new free plugin for WordPress® called Table Block Enhancer 🚀 This WordPress® plugin designed to supercharge the default WordPress® Table block, which is lacking in features…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/introducing-test-orders-for-woocommerce/,content/posts/introducing-test-orders-for-woocommerce.md,article,Introducing Test Orders for WooCommerce® | Robert DeVore,56,"I’m thrilled to announce the release of Test Orders for WooCommerce® , a free plugin designed to simplify testing workflows for WooCommerce® store owners. This plugin adds a “Test Order” payment gateway to your store,…",218,https://robertdevore.com/introducing-test-orders-for-woocommerce/,"index, follow (default)",en,Robert DeVore,Introducing Test Orders for WooCommerce®,"I’m thrilled to announce the release of Test Orders for WooCommerce® , a free plugin designed to simplify testing workflows for WooCommerce® store owners. This plugin adds a “Test Order” payment gateway to your store,…",https://robertdevore.com/introducing-test-orders-for-woocommerce/,article,,summary_large_image,Introducing Test Orders for WooCommerce®,"I’m thrilled to announce the release of Test Orders for WooCommerce® , a free plugin designed to simplify testing workflows for WooCommerce® store owners. This plugin adds a “Test Order” payment gateway to your store,…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/introducing-the-phlush-permalinks-wordpress-plugin/,content/posts/introducing-the-phlush-permalinks-wordpress-plugin.md,article,Introducing the Phlush Permalinks WordPress Plugin | Robert DeVore,66,"Another day, another free WordPress plugin release 🚀💪 Are you tired of manually flushing your permalinks every time you make structural changes to your WordPress site? Phlush Permalinks , a new WordPress plugin I…",213,https://robertdevore.com/introducing-the-phlush-permalinks-wordpress-plugin/,"index, follow (default)",en,Robert DeVore,Introducing the Phlush Permalinks WordPress Plugin,"Another day, another free WordPress plugin release 🚀💪 Are you tired of manually flushing your permalinks every time you make structural changes to your WordPress site? Phlush Permalinks , a new WordPress plugin I…",https://robertdevore.com/introducing-the-phlush-permalinks-wordpress-plugin/,article,,summary_large_image,Introducing the Phlush Permalinks WordPress Plugin,"Another day, another free WordPress plugin release 🚀💪 Are you tired of manually flushing your permalinks every time you make structural changes to your WordPress site? Phlush Permalinks , a new WordPress plugin I…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/introducing-the-prompts-library-a-playground-for-ai-creativity/,content/posts/introducing-the-prompts-library-a-playground-for-ai-creativity.md,article,Introducing the Prompts Library – A Playground for AI Creativity | Robert DeVore,80,"Over the last few months, I’ve been experimenting with ways to push generative AI further – not just to create images, but to design tools that help you consistently create great ones. That’s where the Prompts Library…",218,https://robertdevore.com/introducing-the-prompts-library-a-playground-for-ai-creativity/,"index, follow (default)",en,Robert DeVore,Introducing the Prompts Library – A Playground for AI Creativity,"Over the last few months, I’ve been experimenting with ways to push generative AI further – not just to create images, but to design tools that help you consistently create great ones. That’s where the Prompts Library…",https://robertdevore.com/introducing-the-prompts-library-a-playground-for-ai-creativity/,article,,summary_large_image,Introducing the Prompts Library – A Playground for AI Creativity,"Over the last few months, I’ve been experimenting with ways to push generative AI further – not just to create images, but to design tools that help you consistently create great ones. That’s where the Prompts Library…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/introducing-the-user-login-status-plugin-for-wordpress/,content/posts/introducing-the-user-login-status-plugin-for-wordpress.md,article,Introducing the User Login Status Plugin for WordPress | Robert DeVore,70,"Today I’m happy to announce the release of User Login Status , a WordPress plugin designed to help administrators easily monitor user activity and manage user sessions with ease. This plugin comes with a couple key…",215,https://robertdevore.com/introducing-the-user-login-status-plugin-for-wordpress/,"index, follow (default)",en,Robert DeVore,Introducing the User Login Status Plugin for WordPress,"Today I’m happy to announce the release of User Login Status , a WordPress plugin designed to help administrators easily monitor user activity and manage user sessions with ease. This plugin comes with a couple key…",https://robertdevore.com/introducing-the-user-login-status-plugin-for-wordpress/,article,,summary_large_image,Introducing the User Login Status Plugin for WordPress,"Today I’m happy to announce the release of User Login Status , a WordPress plugin designed to help administrators easily monitor user activity and manage user sessions with ease. This plugin comes with a couple key…",,False,False,legacy meta keywords present; large Twitter card has no image
